,Unnamed: 0,station_id,name,type,forecast_region,latitude,longitude,elevation_meters,geometry,natural_subregion,forest_area
196,197,HS,Hinton,RS,ED,53.3994,-117.5806,1051.56,POINT (328502.7709420348 5917435.805200752),Montane,Edson
197,198,HT,Hutton Creek,TAW,MA,56.75,-117.216,748,POINT (364549.009178829 6289231.812005149),Dry Mixedwood,Peace River
198,199,HU,Huckleberry,LO,ED,53.988,-118.1862,1431.9,POINT (291202.7639824837 5984490.85288447),Upper Foothills,Edson
199,200,HUA,Huckleberry Auto,PAW,ED,53.981,-118.18,1431,POINT (291573.9629455584 5983694.44163955),Upper Foothills,Edson
200,201,HV,Hunter  Valley,TAW,BO,51.57,-115.25,1730,POINT (482680.3575825241 5710957.546472029),Subalpine,Calgary
201,202,HW,Highwood,RS,CR,50.3862,-114.6252,453.85,POINT (526634.3351961578 5579405.207852537),Montane,Calgary
202,203,HZ,Hotchkiss Fire,TAW,MA,57.265,-119.015,987,POINT (258012.7147453559 6351482.036656983),Upper Boreal Highlands,Peace River
203,204,IM,Imperial,LO,SH,54.4666,-115.5722,1201.97,POINT (462928.2827266491 6033173.328365184),Upper Foothills,Whitecourt
204,205,IMA,Imperial AUTO,PAW,SH,54.4666,-115.5722,1202,POINT (462928.2827266491 6033173.328365184),Upper Foothills,Whitecourt
205,206,IS,IRONSTONE,LO,CR,49.56768,-114.501487,2078.5,POINT (536031.8178921386 5488487.401251849),Subalpine,Calgary
206,207,JCA,Jean Cote AGCM,PAW,RE,55.9129,-117.1198,638,POINT (367559.7677554922 6195935.53271246),Dry Mixedwood,Peace River
207,208,JD,Judy Creek,RS,SH,54.7317,-115.4019,1127.76,POINT (474130.2083594559 6062583.062071007),Upper Foothills,Whitecourt
208,209,JE,Jean Lake,LO,MM,57.4974,-113.8835,745,POINT (566888.989788183 6370755.919558899),Upper Boreal Highlands,Fort McMurray
209,210,JEA,Jean Lake Auto,PAW,MM,57.4974,-113.8835,745,POINT (566888.989788183 6370755.919558899),Upper Boreal Highlands,Fort McMurray
210,211,JF,Jackfish Lake - Pb,TAW,GP,55.5517,-119.6936,904,POINT (204128.7863945485 6163726.110580938),Lower Foothills,Grande Prairie
211,212,JM,Junction Mountain,LO,BO,50.5652,-114.649,2240.5,POINT (524849.0287436681 5599292.596786617),Subalpine,Calgary
212,213,JO,Johnson Lake,LO,MM,57.5749,-110.3288,592,POINT (779132.0392971761 6388443.410644031),Athabasca Plain,Fort McMurray
213,214,JOA,Johnson Lake Auto,PAW,MM,57.5749,-110.3288,590,POINT (779132.0392971761 6388443.410644031),Athabasca Plain,Fort McMurray
214,215,JR,John D'Or,RZ,OJ,58.511,-115.1369,274,POINT (492026.7469747293 6483016.509016308),Dry Mixedwood,High Level
215,216,KA,Kakwa,LO,GP,54.4207,-118.984,1229.8,POINT (241661.4997532764 6035227.319340382),Upper Foothills,Grande Prairie
216,217,KAA,Kakwa Tower Auto,PAW,GP,54.4209,-118.9822,1226,POINT (241779.4165821676 6035242.940194629),Upper Foothills,Grande Prairie
217,218,KB,Kirby Lake,LO,LB,55.3585,-110.6451,690.5,POINT (775882.7046935825 6140864.033752363),Central Mixedwood,Lac La Biche
218,219,KBA,Kirby Lake Auto,PAW,LB,55.3585,-110.645,690,POINT (775889.0353591507 6140864.430398994),Central Mixedwood,Lac La Biche
219,220,KC,Kananaskis Country,RZ,BO,50.7101,-115.1205,1631,POINT (491495.3878564616 5615346.705154524),Subalpine,Calgary
220,221,KD,MOUNT KIDD,LO,BO,50.9121,-115.1695,2141,POINT (488088.5662604736 5637806.902732234),Subalpine,Calgary
221,222,KE,Keg,LO,MA,57.6404,-118.3527,950,POINT (299970.6492386611 6391065.225744382),Lower Boreal Highlands,Peace River
222,223,KEA,Keg Auto,PAW,MA,57.6404,-118.3527,950,POINT (299970.6492386611 6391065.225744382),Lower Boreal Highlands,Peace River
223,224,KG,Keg River,RS,MA,57.7336,-117.6174,396,POINT (344225.8925796273 6399500.429679101),Dry Mixedwood,Peace River
224,225,KI,Kiska,LO,RM,52.2352,-116.1486,2070,POINT (421594.5963536283 5785503.853120279),Subalpine,Rocky Mountain House
225,226,KK,KANANASKIS,LO,BO,50.61275,-115.069447,2128.9,POINT (495088.4466369669 5604521.359789087),Subalpine,Calgary
226,227,KM,Kimiwan,LO,RE,55.9939,-116.6066,770,POINT (399829.0978737308 6204081.87738766),Central Mixedwood,Peace River
227,228,KMA,Kimiwan Auto,PAW,RE,55.994,-116.6066,770,POINT (399829.3565097302 6204093.001016648),Central Mixedwood,Peace River
228,229,KN,KEANE,LO,PY,58.307136,-110.27508,385,POINT (776639.3935960359 6470033.357356662),Athabasca Plain,Fort McMurray
229,230,KO,KINUSO,RS,SH,55.3181,-115.4364,519,POINT (472316.5962733431 6127823.83964344),Central Mixedwood,Slave Lake
230,231,KP,Kootenay Plains,RZ,RM,52.1969,-116.5384,1220,POINT (394897.1954990479 5781739.247688117),Subalpine,Rocky Mountain House
231,232,KY,KEYSTONE,LO,CR,51.3745,-114.7887,1600,POINT (514701.2669578571 5689215.722247932),Lower Foothills,Calgary
232,233,L1,BOVINE CREEK AUTO,PAW,LB,56.1077,-112.5494,518,POINT (652334.7237992894 6218283.082217837),Central Mixedwood,Lac La Biche
233,234,L2,Ground Zero Auto,PAW,LB,55.0053,-110.6079,737,POINT (780712.588974176 6101763.276054821),Central Mixedwood,Lac La Biche
234,235,L3,Dunkirk Auto,PAW,MM,56.7683,-112.4878,479,POINT (653476.9049833058 6291892.148289172),Central Mixedwood,Fort McMurray
235,236,L4,LEGEND AUTO,PAW,MM,57.4511,-112.8792,853,POINT (627208.0990348676 6367038.899294134),Upper Boreal Highlands,Fort McMurray
236,237,L5,Keane Auto,PAW,PY,58.3094,-110.2822,337,POINT (776205.2816052729 6470255.677900472),Athabasca Plain,Fort McMurray
237,238,LA,LAMBERT CREEK,LO,OJ,58.0444,-114.1559,308,POINT (549811.576826542 6431390.199890435),Central Mixedwood,High Level
238,239,LB,BEAVER LAKE,RS,LB,54.7608,-111.8974,565,POINT (699535.2677520253 6070160.046461956),Central Mixedwood,Lac La Biche
239,240,LC,Lacorey,RS,LB,54.4494,-110.7622,579,POINT (774594.2408659301 6039378.081314826),Dry Mixedwood,Lac La Biche
240,241,LE,La Crete,RS,OJ,58.1833,-116.4,328,POINT (417706.9896192724 6447391.524870723),Dry Mixedwood,High Level
241,242,LG,Legend,LO,MM,57.4504,-112.8793,855,POINT (627204.5327719927 6366960.839375215),Upper Boreal Highlands,Fort McMurray
242,243,LGA,Legend Auto,PAW,MM,57.4504,-112.8793,855,POINT (627204.5327719927 6366960.839375215),Upper Boreal Highlands,Fort McMurray
243,244,LH,Lac La Biche Airport,MET,LB,54.76,-112.02,571,POINT (691656.7902461051 6069729.055583697),Dry Mixedwood,Lac La Biche
244,245,LK,Livock,LO,RE,56.4611,-113.1913,650,POINT (611406.1178856138 6256362.593780341),Central Mixedwood,Slave Lake
245,246,LL,LONG LAKE,RZ,LB,54.4164,-112.7329,640,POINT (647049.1217236965 6029805.746961236),Central Mixedwood,Lac La Biche
246,247,LMA,LEISMER AUTO,PAW,LB,55.6897,-111.2847,583,POINT (733415.1652053959 6175329.89182114),Central Mixedwood,Lac La Biche
247,248,LN,LOON RIVER,RZ,RE,57.1333,-115.0667,472,POINT (495964.2307475877 6329692.482989208),Central Mixedwood,Slave Lake
248,249,LO,Lovett,LO,ED,53.0311,-116.662,1476.61,POINT (388591.6375053233 5874670.067639354),Upper Foothills,Edson
249,250,LOA,Lovett Auto,PAW,ED,53.0311,-116.662,1476.61,POINT (388591.6375053233 5874670.067639354),Upper Foothills,Edson
250,251,LRT,Little Rapids,TAW,OJ,58.8775,-116.5308,1841,POINT (411780.025964081 6524809.064733466),Lower Boreal Highlands,High Level
251,252,LS,Livingstone Gap,RS,CR,49.8777,-114.3819,1417.32,POINT (544391.7742101672 5523005.177138687),Montane,Calgary
252,253,LT,Lost Creek Fire,TAW,CR,49.56,-114.47,1583,POINT (538313.6532503336 5487649.464362977),Montane,Calgary
253,254,LV,Livingstone,LO,CR,49.9147,-114.3586,2172.7,POINT (546029.9514352739 5527131.307429737),Subalpine,Calgary
254,255,MB,Mayberne,LO,ED,53.8614,-116.6657,1453.2,POINT (390500.2803022169 5966998.529914187),Upper Foothills,Edson
255,256,MBA,Mayberne Auto,PAW,ED,53.86,-116.658,1453,POINT (391002.7803947799 5966830.99185449),Upper Foothills,Edson
256,257,MC,Mclennan,RS,RE,55.7147,-116.8906,625,POINT (381275.6488552035 6173475.164132572),Dry Mixedwood,Peace River
257,258,MCT,Mcmillan Complex,TAW,RE,55.646,-114.5599,650,POINT (527687.2553019118 6164301.614320785),Lower Foothills,Slave Lake
258,259,MD,Cypress Hills Provincial ,LO,CR,49.667,-110.1678,1200,POINT (848489.2137482665 5510620.301194414),Montane,Calgary
259,260,MF,Mcmurray Fire,TAW,MM,57.3496,-111.5612,336,POINT (706802.3267111423 6358987.094716461),Central Mixedwood,Fort McMurray
260,261,MG,Manning,RS,MA,56.9208,-117.6397,488,POINT (339390.5968017244 6309146.329275439),Dry Mixedwood,Peace River
261,262,MH,MOCKINGBIRD HILL,LO,BO,51.424822,-115.071733,1906.6,POINT (495014.6242859855 5694791.125321725),Subalpine,Calgary
262,263,MHT,Mockingbird Qd,TAW,BO,51.4246,-115.0713,1891,POINT (495044.6933636331 5694766.416799227),Subalpine,Calgary
263,264,MK,Mckay River ,TAW,MM,57.01,-111.55,369,POINT (709388.6056540534 6321260.835069692),Central Mixedwood,Fort McMurray
264,265,MLA,Medicine Lodge Auto,PAW,ED,53.552,-116.968,1138,POINT (369677.0995094092 5933105.096756938),Lower Foothills,Edson
265,266,MM,Ft Mcmurray,MET,MM,56.65,-111.2208,369,POINT (731570.0789776796 6282297.501264466),Central Mixedwood,Fort McMurray
266,267,MN,Meridian,LO,RE,55.553,-114.1774,940,POINT (551872.9228517945 6154175.083590891),Lower Foothills,Slave Lake
267,268,MO,Moberly,LO,ED,53.5329,-118.024,1676.2,POINT (299673.2764528801 5933433.438573272),Subalpine,Edson
268,269,MOA,Moberly Auto,PAW,ED,53.53,-118.018,1674,POINT (300056.9739811603 5933094.203917539),Subalpine,Edson
269,270,MOB,Moberly Taws,TAW,ED,53.5329,-118.024,1675,POINT (299673.2764528801 5933433.438573272),Subalpine,Edson
270,271,MP,Moose Prairie Sbw,TAW,OJ,59.1,-118,0,POINT (328248.9463205066 6552425.217560152),Central Mixedwood,High Level
271,272,MPA,Mountain Park  Auto,PAW,ED,52.911,-117.281,1824,POINT (346679.0465083254 5862459.27850986),Subalpine,Edson
272,273,MQ,Muskwa,LO,RE,56.0815,-114.6548,681,POINT (521475.3945976891 6212717.006595763),Central Mixedwood,Slave Lake
273,274,MQA,Muskwa  Auto,PAW,RE,56.0815,-114.6548,681,POINT (521475.3945976891 6212717.006595763),Central Mixedwood,Slave Lake
274,275,MR,Marten Mountain,LO,SH,55.4709,-114.787,1005,POINT (513459.8598665504 6144755.489085267),Lower Foothills,Slave Lake
275,276,MS,Moose  Mountain,LO,BO,50.9389,-114.8379,2431,POINT (511384.8637742232 5640784.762720993),Alpine,Calgary
276,277,MT,Mountainaire Lodge,RZ,BO,51.7421,-115.2849,1444,POINT (480337.1554214672 5730099.000254608),Upper Foothills,Rocky Mountain House
277,278,MU,Muskeg Mountain,LO,MM,57.1353,-110.8942,615,POINT (748325.9145993897 6337391.634245246),Central Mixedwood,Fort McMurray
278,279,MUA,Muskeg Mountain Auto,PAW,MM,57.1353,-110.8942,610,POINT (748325.9145993897 6337391.634245246),Central Mixedwood,Fort McMurray
279,280,MUT,Muskeg ,TAW,MM,57.1353,-110.8942,615,POINT (748325.9145993897 6337391.634245246),Central Mixedwood,Fort McMurray
280,281,MY,May,LO,LB,55.5623,-112.4049,866,POINT (663589.5077474808 6157958.880782611),Lower Boreal Highlands,Lac La Biche
281,282,MYA,May RAWS,PAW,LB,55.5623,-112.4049,866,POINT (663589.5077474808 6157958.880782611),Lower Boreal Highlands,Lac La Biche
282,283,MZ,Muskeg Fire,TAW,MM,57.0276,-110.7686,300,POINT (756660.28077013 6325885.727217983),Central Mixedwood,Fort McMurray
283,284,NC,Camp 11(Ncfi),RZ,GP,54.5558,-117.8633,877,POINT (314920.300245762 6046712.873554001),Lower Foothills,Grande Prairie
284,285,ND,Nordegg,RS,RM,52.4667,-116.0667,1350,POINT (427564.5054576584 5811156.602506933),Upper Foothills,Rocky Mountain House
285,286,NDA,Nordegg Auto,PAW,RM,52.4667,-116.0833,1362,POINT (426437.2975408145 5811173.375625955),Upper Foothills,Rocky Mountain House
286,287,NE,Mt Nestor-Pb,TAW,BO,50.9,-115.3878,1615,POINT (472740.7328670568 5636519.81296571),Subalpine,Calgary
287,288,NF,Camp 5 (Ncfi),RZ,GP,54.4031,-118.73,1090,POINT (258020.378582063 6032368.429536834),Upper Foothills,Grande Prairie
288,289,NH,Naylor Hills,LO,MA,57.658333,-117.711111,792,POINT (338315.3791652102 6391347.879723579),Lower Boreal Highlands,Peace River
289,290,NL,Narrow Lakes,LO,LB,54.5667,-113.6833,731.52,POINT (585096.0801689889 6044953.11277972),Central Mixedwood,Lac La Biche
290,291,NM,Nose Mountain,LO,GP,54.5635,-119.6316,1487.2,POINT (200742.4191576781 6053664.355621375),Subalpine,Grande Prairie
291,292,NMA,Nose Mountain Auto,PAW,GP,54.5514,-119.5801,1510,POINT (203979.8560933865 6052101.670995858),Subalpine,Grande Prairie
292,293,NO,Notikewin,LO,MA,56.869,-118.599,937,POINT (280746.6135169171 6306051.282428147),Lower Boreal Highlands,Peace River
293,294,NOA,Notikewin Auto,PAW,MA,56.869,-118.599,940,POINT (280746.6135169171 6306051.282428147),Lower Boreal Highlands,Peace River
294,295,NR,Nose Mountain Pb,TAW,GP,54.5532,-119.6317,1471,POINT (200660.4277623039 6052520.379919708),Subalpine,Grande Prairie
295,296,NX,Nordegg,MET,RM,52.48,-116.16,1362,POINT (421252.8207137659 5812732.952452847),Upper Foothills,Rocky Mountain House
296,297,OB,Obed,LO,ED,53.5669,-117.5047,1605.39,POINT (334200.528190428 5935877.886498595),Subalpine,Edson
297,298,OC,O'Chiese,LO,RM,52.775,-115.7236,1112.52,POINT (451206.7439726141 5845147.119957456),Lower Foothills,Rocky Mountain House
298,299,OD,COLD LAKE,MET,LB,54.4166,-110.2833,541,POINT (805848.1907858996 6037709.469565704),Dry Mixedwood,Lac La Biche
299,300,OJ,High Level,RS,OJ,58.6117,-117.1586,338,POINT (374653.7940857321 6496232.148391081),Dry Mixedwood,High Level
300,301,OL,Otter Lakes,LO,RE,56.6974,-115.9231,784,POINT (443492.8833309544 6281568.694264852),Lower Boreal Highlands,Slave Lake
301,302,OLA,OTTER LAKES AUTO,PAW,RE,56.6974,-115.9231,784,POINT (443492.8833309544 6281568.694264852),Lower Boreal Highlands,Slave Lake
302,303,P1,Shell Hamberg,PAW,MA,57.3511,-119.7606,769,POINT (213785.0231408337 6363947.111524587),Lower Boreal Highlands,Peace River
303,304,P2,JACKPINE AUTO,PAW,RE,56.8808,-116.5592,663,POINT (405022.0281670686 6302677.080499508),Lower Boreal Highlands,Peace River
304,305,PA,Panny,LO,RE,57.178,-114.6136,625,POINT (523351.3762043644 6334730.608960613),Lower Boreal Highlands,Slave Lake
305,306,PAA,Panny Auto,PAW,RE,57.178,-114.614,625,POINT (523327.2030877652 6334730.472032227),Lower Boreal Highlands,Slave Lake
306,307,PB,Canyon Creek,TAW,GP,55.6017,-117.583,580,POINT (337336.1188287259 6162311.893244741),Dry Mixedwood,Grande Prairie
307,308,PC,Pony Creek Temp,TAW,LB,55.8233,-111.0165,600,POINT (749400.5165627779 6191115.424753989),Central Mixedwood,Lac La Biche
308,309,PCT,Pony Creek Fire,TAW,LB,55.8407,-111.0004,600,POINT (750296.0227089734 6193107.581294233),Central Mixedwood,Lac La Biche
309,310,PD,Petitot,LO,OJ,59.5226,-119.6076,780,POINT (239545.8795300071 6604638.783446895),Boreal Subarctic,High Level
310,311,PDA,Petitot  Auto,PAW,OJ,59.5226,-119.6076,780,POINT (239545.8795300071 6604638.783446895),Boreal Subarctic,High Level
311,312,PE,Peoria Agrd,MET,GP,55.6212,-118.293,621,POINT (292742.8501984419 6166372.698987421),Dry Mixedwood,Grande Prairie
312,313,PEA,Peoria Agdm,PAW,GP,55.6212,-118.293,621,POINT (292742.8501984419 6166372.698987421),Dry Mixedwood,Grande Prairie
313,314,PG,Pigeon Mountain,LO,BO,51.0458,-115.0667,1828.8,POINT (495326.1683022706 5652657.284435977),Montane,Calgary
314,315,PI,Pimple,LO,RM,54.4958,-115.4639,1103.07,POINT (469966.1752380304 6036369.432657539),Lower Foothills,Whitecourt
315,316,PK,Prairie Creek,RS,RM,52.2552,-115.2891,1173,POINT (480274.1014941268 5787145.557363873),Lower Foothills,Rocky Mountain House
316,317,PL,PORCUPINE,LO,CR,49.886988,-114.005044,1820,POINT (571443.3896789653 5524328.748621683),Montane,Calgary
317,318,PM,Pelican Mountain,LO,LB,55.6167,-113.5583,914.4,POINT (590763.7543581174 6161896.798637301),Lower Foothills,Lac La Biche
318,319,PMT,Pelican,TAW,RE,55.704,-113.57,730,POINT (589827.0617783532 6171592.29026799),Central Mixedwood,Slave Lake
319,320,PN,Pine Ridge,RZ,LB,54.0833,-112.25,585,POINT (679807.6900698473 5993887.43870822),Dry Mixedwood,Lac La Biche
320,321,PO,Ponton,LO,OJ,58.9319,-116.2207,954,POINT (429760.135572492 6530495.994834068),Boreal Subarctic,High Level
321,322,POA,Ponton  Auto,PAW,OJ,58.9319,-116.2207,954,POINT (429760.135572492 6530495.994834068),Boreal Subarctic,High Level
322,323,PP,Paddle Prairie Sbw,TAW,OJ,59.117,-118,0,POINT (328333.9912100105 6554316.224897375),Central Mixedwood,High Level
323,324,PPT,Porcupine Taws,TAW,RM,51.9274,-116.3606,1590,POINT (406482.5770207105 5751535.572173948),Subalpine,Rocky Mountain House
324,325,PQ,Christina Fire 31,TAW,LB,55.643,-111.9488,0,POINT (691937.3454800138 6168100.770715984),Lower Boreal Highlands,Lac La Biche
325,326,PR,PRIMROSE,LO,LB,54.7495,-110.0519,702,POINT (818231.9096403369 6075722.232055249),Central Mixedwood,Lac La Biche
326,327,PS,Pass Creek,LO,SH,54.2289,-116.84,1080.7,POINT (380105.9890184357 6008147.323122402),Lower Foothills,Whitecourt
327,328,PSA,Pass Creek  Auto,PAW,SH,54.2289,-116.84,1080.7,POINT (380105.9890184357 6008147.323122402),Lower Foothills,Whitecourt
328,329,PT,Pinto,LO,GP,54.7806,-119.3959,1044,POINT (217474.4280102588 6076809.567167575),Lower Foothills,Grande Prairie
329,330,PTA,Pinto Env Auto,PAW,GP,54.7806,-119.3961,1046,POINT (217461.5824350873 6076810.373917949),Lower Foothills,Grande Prairie
330,331,PU,Puskwaskau,LO,GP,55.2192,-117.4931,916,POINT (341471.5817655378 6119569.116420771),Central Mixedwood,Grande Prairie
331,332,PUA,Puskwaskau Auto,PAW,GP,55.2191,-117.4933,912,POINT (341458.469489136 6119558.450955982),Central Mixedwood,Grande Prairie
332,333,PX,Hutton Creek Burn,TAW,MA,57,-117,800,POINT (378562.8860573008 6316635.786751122),Dry Mixedwood,Peace River
333,334,PY,Fort Chipewyan,MET,PY,58.7167,-111.1833,213,POINT (720912.9592732616 6512194.417518676),Kazan Uplands,Fort McMurray
334,335,PYA,Fort Chipewyan Auto,PAW,PY,58.7684,-111.1061,231,POINT (725043.736407249 6518199.728438805),Kazan Uplands,Fort McMurray
335,336,PZ,Swf077,TAW,RE,56.9575,-114.7228,715,POINT (516851.7297224586 6310163.134566654),Central Mixedwood,Slave Lake
336,337,QU,Grande Prairie,MET,GP,55.1797,-118.8836,669,POINT (252848.1575602615 6119222.420185702),Peace River Parkland,Grande Prairie
337,338,R1,Clearwater Auto,PAW,RM,51.9874,-115.24,1280,POINT (483525.8503773324 5757359.213908331),Lower Foothills,Rocky Mountain House
338,339,R2,Ram Falls Auto,PAW,RM,52.0877,-115.8442,1641,POINT (442182.1874300815 5768819.350018069),Upper Foothills,Rocky Mountain House
339,340,R3,Elk River Auto,PAW,RM,52.9689,-115.8647,1067,POINT (441951.813165705 5866812.147063904),Lower Foothills,Rocky Mountain House
340,341,R4,Kootenay Plains Auto,PAW,RM,52.0621,-116.4128,1294,POINT (403185.918126334 5766578.553025876),Montane,Rocky Mountain House
341,342,RAT,Ram Mtn Pb,TAW,RM,52.1967,-115.4571,1642,POINT (468770.1433038799 5780700.451036086),Upper Foothills,Rocky Mountain House
342,343,RB,Rainbow Lake,RS,OJ,58.4969,-119.4103,540,POINT (243149.9232336904 6489873.974331703),Lower Boreal Highlands,High Level
343,344,RBA,Rainbow Lake Auto,PAW,OJ,58.4969,-119.4103,540,POINT (243149.9232336904 6489873.974331703),Lower Boreal Highlands,High Level
344,345,RC,Rich Lake Agrd,MET,LB,54.5012,-111.6914,585,POINT (714139.2564945304 6041907.039102979),Dry Mixedwood,Lac La Biche
345,346,RCA,Rich Lake Agdm,PAW,LB,54.5012,-111.6914,616,POINT (714139.2564945304 6041907.039102979),Dry Mixedwood,Lac La Biche
346,347,RCT,Rockslide Creek Fire,TAW,ED,53.5912,-119.2674,1500,POINT (217730.6208133846 5944130.337261919),Subalpine,Edson
347,348,RD,Red Deer,LO,BO,51.658333,-115.211111,1423,POINT (485402.8907632997 5720769.106747797),Upper Foothills,Rocky Mountain House
348,349,RE,Red Earth,LO,RE,56.6606,-115.1139,627.26,POINT (493020.7476545843 6277099.477948911),Central Mixedwood,Slave Lake
349,350,REA,Red Earth Auto,PAW,RE,56.6606,-115.114,627,POINT (493014.620131575 6277099.488129834),Central Mixedwood,Slave Lake
350,351,RH,Round Hill,LO,LB,55.3016,-111.9951,693.7,POINT (690667.4393325475 6130013.886762803),Lower Boreal Highlands,Lac La Biche
351,352,RHA,Round Hill Auto,PAW,LB,55.3016,-111.9951,693,POINT (690667.4393325475 6130013.886762803),Lower Boreal Highlands,Lac La Biche
352,353,RI,Richardson,LO,MM,57.8901,-110.9707,365,POINT (738716.766896643 6421021.562580501),Athabasca Plain,Fort McMurray
353,354,RIA,Richardson  Auto,PAW,MM,57.89,-110.971,365,POINT (738699.6693338682 6421009.386234438),Athabasca Plain,Fort McMurray
354,355,RK,Rock Island Lake,LO,LB,55.3264,-113.4604,722,POINT (597641.6221180226 6129739.435122179),Central Mixedwood,Lac La Biche
355,356,RKA,Rock Island Lake Auto,PAW,LB,55.3264,-113.4604,722,POINT (597641.6221180226 6129739.435122179),Central Mixedwood,Lac La Biche
356,357,RL,Rocky Lane Agcm,MET,FV,58.4518,-116.4806,301,POINT (413626.8897381782 6477370.74084536),Dry Mixedwood,High Level
357,358,RLA,Rocky Lane Agrd,PAW,FV,58.4518,-116.4806,301,POINT (413626.8897381782 6477370.74084536),Dry Mixedwood,High Level
358,359,RM,Rocky Mountain House,MET,RM,52.4297,-114.9033,1015,POINT (506572.1263019423 5806512.353859345),Dry Mixedwood,Rocky Mountain House
359,360,RO,ROBB,RS,ED,53.2406,-116.9681,1097,POINT (368715.3556847452 5898482.0331564),Lower Foothills,Edson
360,361,RR,Raspberry Ridge,LO,BO,50.2997,-114.6389,2360.1,POINT (525707.4264938694 5569786.238907759),Alpine,Calgary
361,362,RT,RAINBOW,LO,OJ,58.3468,-119.709908,601,POINT (224547.7104495525 6474379.37578854),Lower Boreal Highlands,High Level
362,363,RV,Red Deer Creek,TAW,GP,54.6527,-120,1321,POINT (177665.1934166005 6065205.973015226),Upper Foothills,Grande Prairie
363,364,RX,Red Earth,RS,RE,56.5378,-115.2694,556,POINT (483438.8312908699 6263462.994721099),Central Mixedwood,Slave Lake
364,365,RY,ROCKY,LO,RM,52.522325,-114.87742,1106,POINT (508313.5613836962 5816813.744596916),Lower Foothills,Rocky Mountain House
365,366,S1,Salteaux Auto,PAW,SH,54.9161,-114.7814,736,POINT (514007.0658114668 6083041.887128695),Central Mixedwood,Slave Lake
366,367,S2,MARTEN HILLS AUTO,PAW,SH,55.5264,-114.5569,1000,POINT (527960.874091891 6150998.030568734),Lower Foothills,Slave Lake
367,368,S3,Doucette Auto,PAW,RE,55.8208,-114.2994,692,POINT (543878.8887331284 6183881.900753963),Central Mixedwood,Slave Lake
368,369,S4,Kinuso,PAW,SH,55.3031,-115.4917,611,POINT (468796.8481019177 6126178.622803167),Central Mixedwood,Slave Lake
369,370,S5,Loon River,PAW,RE,57.1443,-115.0798,455,POINT (495173.0305779813 6330917.339607318),Central Mixedwood,Slave Lake
370,371,S6,Wabasca Auto,PAW,RE,55.9627,-113.8254,555,POINT (573296.5183408904 6200069.075164082),Central Mixedwood,Slave Lake
371,372,S7,Chip Alpac,PAW,RE,56.5276,-113.4688,573,POINT (594150.4572840956 6263345.151408287),Central Mixedwood,Slave Lake
372,373,SA,Saddle Hills,LO,GP,55.6234,-119.7169,967,POINT (203203.5114148085 6171792.213864877),Lower Foothills,Grande Prairie
373,374,SAA,Saddle Hills Auto,PAW,GP,55.623,-119.7165,963,POINT (203225.633114377 6171746.057752895),Lower Foothills,Grande Prairie
374,375,SAV,Savanna AGCM,MET,GP,56.0761,-119.3449,703,POINT (229756.7732020412 6220571.647103596),Dry Mixedwood,Grande Prairie
375,376,SB,Stony Complex,TAW,MM,56.4195,-111.3675,531,POINT (723943.0587913668 6256185.645896088),Central Mixedwood,Fort McMurray
376,377,SC,Sneddon Creek,RZ,GP,56.2,-119.402,648,POINT (227088.0768374799 6234565.936566151),Dry Mixedwood,Grande Prairie
377,378,SCT,Sheep Creek,TAW,ED,53.8533,-119.6566,1300,POINT (193914.9832010939 5974865.51248289),Subalpine,Edson
378,379,SD,Swan Dive,LO,SH,54.7284,-115.3557,1241,POINT (477102.1695804876 6062199.954610944),Upper Foothills,Whitecourt
379,380,SDA,Swan Dive AUTO,PAW,SH,54.7283,-115.3556,1241,POINT (477108.5505918139 6062188.79911226),Upper Foothills,Whitecourt
380,381,SE,South Wapiti,RS,GP,54.9333,-119.2033,762,POINT (230865.0728376748 6093019.390801369),Central Mixedwood,Grande Prairie
381,382,SG,Sugarloaf,LO,CR,49.9493,-114.539,2516,POINT (533059.9575530236 5530881.395571749),Alpine,Calgary
382,383,SI,Simonette,LO,ED,54.2336,-118.4145,1379.4,POINT (277566.7746715246 6012488.440386282),Upper Foothills,Edson
383,384,SIA,Simonette Auto,PAW,ED,54.229,-118.406,1431,POINT (278095.5969742654 6011950.349897956),Upper Foothills,Edson
384,385,SIP,Siphon Creek,TAW,MA,56.6242,-119.9409,900,POINT (197101.6892193476 6283960.874806489),Lower Boreal Highlands,Peace River
385,386,SJ,Spirit River,RS,GP,55.7742,-118.8372,640,POINT (259451.1681274527 6185139.918767933),Peace River Parkland,Grande Prairie
386,387,SK,Smoky,LO,GP,54.4047,-118.2964,1200.8,POINT (286147.3506113107 6031142.56330382),Upper Foothills,Grande Prairie
387,388,SL,Smoky Lake Agrd,MET,LB,54.2775,-112.4992,680,POINT (662752.5495438399 6014874.79434436),Central Mixedwood,Lac La Biche
388,389,SLA,Smoky Lake AGDM,PAW,LB,54.2648,-112.5041,675,POINT (662483.6877874521 6013451.419577113),Central Mixedwood,Lac La Biche
389,390,SM,Fort Smith,MET,PY,60.0166,-111.9666,205,POINT (669004.0585550483 6654473.939339943),,Fort McMurray
390,391,SN,Snuff Mountain,LO,GP,54.6783,-117.5387,942.8,POINT (336389.5850738441 6059527.607169639),Lower Foothills,Grande Prairie
391,392,SNA,Snuff Mountain Auto,PAW,GP,54.6783,-117.5387,942,POINT (336389.5850738441 6059527.607169639),Lower Foothills,Grande Prairie
