,Unnamed: 0,station_id,name,type,forecast_region,latitude,longitude,elevation_meters,geometry,natural_subregion,forest_area
392,393,SO,Shining Bank,RZ,ED,53.8064,-115.9389,899,POINT (438195.9037836006 5960004.919501492),Lower Foothills,Edson
393,394,SP,Salt Prairie,LO,RE,55.6608,-115.8323,762.57,POINT (447659.1680708983 6166174.186871849),Central Mixedwood,Slave Lake
394,395,SPA,SALT PRAIRIE AUTO,PAW,RE,55.6608,-115.8323,762,POINT (447659.1680708983 6166174.186871849),Central Mixedwood,Slave Lake
395,396,SQ,Sandy Lake,LO,RE,55.8215,-113.6663,631.51,POINT (583526.7115507808 6184542.141113652),Central Mixedwood,Slave Lake
396,397,SQA,Sandy Lake Auto,PAW,RE,55.8215,-113.67,631,POINT (583295.0040010554 6184537.684450755),Central Mixedwood,Slave Lake
397,398,SR,Sand River,LO,LB,54.6469,-110.9817,755.71,POINT (759123.1675023464 6060492.830042329),Central Mixedwood,Lac La Biche
398,399,SRA,Sand River Auto,PAW,LB,54.6469,-110.9817,755,POINT (759123.1675023464 6060492.830042329),Central Mixedwood,Lac La Biche
399,400,SS,STEEN RIVER,RZ,OJ,59.565,-117.1123,304,POINT (380698.4512190958 6602222.015974288),Northern Mixedwood,High Level
400,401,ST,Stony Mountain,LO,MM,56.3897,-111.2806,762.35,POINT (729476.9249201538 6253159.39827733),Lower Boreal Highlands,Fort McMurray
401,402,SU,Sundre,RS,RM,51.7978,-114.6386,1097,POINT (524911.9214655588 5736314.744419244),Dry Mixedwood,Rocky Mountain
402,403,SV,Steen,LO,OJ,59.6345,-117.7886,705,POINT (342839.1372975683 6611362.944192741),Boreal Subarctic,High Level
403,404,SVA,Steen River Auto,PAW,OJ,59.6345,-117.7886,705,POINT (342839.1372975683 6611362.944192741),Boreal Subarctic,High Level
404,405,SW,Sweathouse,LO,SH,54.8989,-116.7519,892,POINT (387702.7962163108 6082511.599800648),Lower Foothills,Slave Lake
405,406,SWA,Sweathouse Auto,PAW,SH,54.8989,-116.7519,892,POINT (387702.7962163108 6082511.599800648),Lower Foothills,Slave Lake
406,407,SWG,Sweetgrass,PAW,PY,58.8529,-111.9972,210,POINT (673146.8633863652 6524946.522330631),Peace-Athabasca Delta,Fort McMurray
407,408,SY,Smith,RS,LB,55.1597,-114.0311,610,POINT (561706.9727061369 6110545.148435963),Central Mixedwood,Lac La Biche
408,409,TA,Talbot Fire ,TAW,RE,57.2,-117.3,800,POINT (361101.270723869 6339456.36648414),Dry Mixedwood,Peace River
409,410,TET, Tershisner,TAW,RM,52.3367,-116.3573,1382,POINT (407560.4983546382 5797034.520149739),Montane,Rocky Mountain House
410,411,TG,Tompkins Landing Agrd,MET,FV,58.0208,-116.848,343,POINT (390881.5156278265 6429945.333514736),Dry Mixedwood,High Level
411,412,TGA,Tompkins Landing Agcm,PAW,FV,58.0208,-116.848,343,POINT (390881.5156278265 6429945.333514736),Dry Mixedwood,High Level
412,413,TH,Tomahawk Agrd,MET,ED,53.4333,-114.7167,814,POINT (518813.9274105505 5918141.565002339),Dry Mixedwood,Edson
413,414,THA,Tomahawk Agdm,PAW,SH,53.4333,-114.7167,814,POINT (518813.9274105505 5918141.565002339),Dry Mixedwood,Whitecourt
414,415,TK,TOMPKINS,LO,RE,57.874276,-116.820759,392,POINT (392050.5240821199 6413598.928601834),Dry Mixedwood,High Level
415,416,TM,Trout Mountain,LO,RE,56.7958,-114.4156,795.79,POINT (535680.7411199433 6292289.091672647),Lower Boreal Highlands,Slave Lake
416,417,TMA,Trout Moutain Auto,PAW,RE,56.796,-114.42,796,POINT (535411.912810697 6292309.060531487),Lower Boreal Highlands,Slave Lake
417,418,TN,Tomkins Landing Taws,TAW,FV,58.0346,-116.7372,330,POINT (397462.4985528721 6431307.153218443),Dry Mixedwood,High Level
418,419,TO,TOM HILL,LO,ED,53.929692,-116.331122,1289.05,POINT (412635.9787224099 5974128.323255008),Upper Foothills,Edson
419,420,TP,Teepee Lake,LO,RE,56.4582,-114.1184,782,POINT (554308.5956132038 6254922.332277074),Lower Boreal Highlands,Slave Lake
420,421,TPA,TEEPEE LAKE AUTO,PAW,RE,56.4582,-114.1184,782,POINT (554308.5956132038 6254922.332277074),Lower Boreal Highlands,Slave Lake
421,422,TR,Torrens,LO,GP,54.3111,-119.6837,1814.7,POINT (195509.6157985321 6025845.117398233),Subalpine,Grande Prairie
422,423,TT,Talbot Lake,LO,RE,57.3487,-115.6564,822,POINT (460514.9508630036 6353849.60243569),Upper Boreal Highlands,Slave Lake
423,424,TTA,TALBOT LAKE AUTO,PAW,RE,57.3487,-115.6564,822,POINT (460514.9508630036 6353849.60243569),Upper Boreal Highlands,Slave Lake
424,425,TV,Turner Valley,RS,CR,50.675,-114.275,1219.2,POINT (551206.767046087 5611688.92173046),Foothills Parkland,Calgary
425,426,TW,THICKWOOD HILLS,LO,MM,56.7917,-111.8078,535,POINT (694883.1459097618 6296224.802344592),Central Mixedwood,Fort McMurray
426,427,TY,Tony,LO,SH,54.4053,-117.4915,1006.9,POINT (338354.9519997912 6029063.287396871),Lower Foothills,Whitecourt
427,428,TYA,Tony Auto,PAW,SH,54.4054,-117.4915,1007,POINT (338355.3454142987 6029074.40635812),Lower Foothills,Whitecourt
428,429,US,Upper Sask Pb,TAW,RM,52.0115,-116.5273,1631,POINT (395221.8345966768 5761112.175761436),Subalpine,Rocky Mountain House
429,430,UT,Utikuma Fire,TAW,RE,55.9792,-115.2682,600,POINT (483270.6894302565 6201314.561433221),Central Mixedwood,Slave Lake
430,431,VG,Vega,LO,SH,54.4284,-114.4295,713.15,POINT (536995.9983399134 6028923.735500555),Dry Mixedwood,Whitecourt
431,432,VGA,VEGA  AUTO,PAW,SH,54.4284,-114.4295,713,POINT (536995.9983399134 6028923.735500555),Dry Mixedwood,Whitecourt
432,433,VV,Valleyview,RS,GP,55.0667,-117.2764,701,POINT (354695.011465039 6102138.860931992),Central Mixedwood,Grande Prairie
433,434,VVA,Valleyview Auto,PAW,GP,55.0978,-117.1987,694,POINT (359762.712598287 6105438.579937718),Dry Mixedwood,Grande Prairie
434,435,VW,Valleyview2,RS,GP,55.3467,-117.1281,700,POINT (365109.8482857252 6132979.704650827),Dry Mixedwood,Grande Prairie
435,436,VY,Valleyview Agrc,MET,GP,55.0978,-117.1987,694,POINT (359762.712598287 6105438.579937718),Dry Mixedwood,Grande Prairie
436,437,W1,Freeman Auto,PAW,SH,54.5691,-115.3822,821,POINT (475299.8641162694 6044490.43374527),Lower Foothills,Whitecourt
437,438,W2,Eta Lake Auto,PAW,ED,53.1834,-115.6887,927,POINT (453995.903519876 5890535.917579941),Lower Foothills,Edson
438,439,W3,Meekwap Auto,PAW,SH,54.6249,-116.6597,836,POINT (392891.0968070294 6051894.841139096),Central Mixedwood,Whitecourt
439,440,W4,Windfall Auto,PAW,SH,54.1919,-116.2422,830,POINT (418983.7404303661 6003182.260294334),Lower Foothills,Whitecourt
440,441,W5,Fox Creek Auto,PAW,SH,54.3974,-116.8025,850,POINT (383028.1730057419 6026822.202223177),Central Mixedwood,Whitecourt
441,442,W6,Timeu Creek Auto,PAW,SH,54.66,-114.6002,730,POINT (525780.0332672908 6054607.244715106),Central Mixedwood,Whitecourt
442,443,W7,Berland Hills Auto,PAW,SH,54.1466,-117.8901,1170,POINT (311322.1316656577 6001290.08897913),Upper Foothills,Whitecourt
443,444,WB,Wabasca,RS,RE,55.9844,-113.8861,555,POINT (569470.0442145207 6202420.388922899),Central Mixedwood,Slave Lake
444,445,WBM,Beaverlodge Cs,PAW,GP,55.1966,-119.3964,745,POINT (220353.2117072902 6123038.394857857),Dry Mixedwood,Grande Prairie
445,446,WC,Whitecourt,LO,SH,54.0325,-115.7208,1172,POINT (452807.9761132547 5984982.081471175),Lower Foothills,Whitecourt
446,447,WCA,Whitecourt  Auto,PAW,SH,54.0325,-115.7208,1172,POINT (452807.9761132547 5984982.081471175),Lower Foothills,Whitecourt
447,448,WD,Whitemud,LO,MA,56.4223,-118.0022,835,POINT (314913.1727726744 6254621.286198168),Lower Boreal Highlands,Peace River
448,449,WDA,Whitemud Auto,PAW,MA,56.4223,-118.0022,835,POINT (314913.1727726744 6254621.286198168),Lower Boreal Highlands,Peace River
449,450,WF,Whitefish,LO,RE,56.1834,-115.4729,705.34,POINT (470657.9565788618 6224100.827400721),Central Mixedwood,Slave Lake
450,451,WFA,WHITEFISH AUTO,PAW,RE,56.1834,-115.4729,705,POINT (470657.9565788618 6224100.827400721),Central Mixedwood,Slave Lake
451,452,WH,Whitecourt Airport,MET,SH,54.0836,-115.7856,741,POINT (448628.5770931304 5990710.247362812),Lower Foothills,Whitecourt
452,453,WI,Winefred,LO,LB,55.3374,-110.3075,726,POINT (797411.5840497829 6139910.709605488),Central Mixedwood,Lac La Biche
453,454,WIA,Wapiabi,TAW,RM,52.472,-116.4412,1633,POINT (402146.6062024503 5812187.256363973),Subalpine,Rocky Mountain House
454,455,WL,Willow Creek,RS,CR,50.2417,-114.3389,1478.28,POINT (547122.0950648937 5563486.477096994),Montane,Calgary
455,456,WM,White Mountain,LO,GP,55.6941,-119.239,1021,POINT (233733.6972855149 6177707.209476713),Lower Foothills,Grande Prairie
456,457,WMA,White Mountain Auto,PAW,GP,55.7131,-119.2498,912,POINT (233185.3950525813 6179860.343370347),Lower Foothills,Grande Prairie
457,458,WO,Wolf,LO,RM,52.0611,-115.9389,1219.2,POINT (435658.2513816346 5765941.693421612),Subalpine,Rocky Mountain House
458,459,WP,Winston Churchill Park,RZ,LB,54.773,-111.8924,553,POINT (699796.5759001437 6071530.629865768),Central Mixedwood,Lac La Biche
459,460,WPA,Hendrickson Creek,MET,ED,53.8,-118.45,1448,POINT (272903.8745866369 5964404.639621519),Subalpine,Edson
460,461,WR,Wandering River,RS,LB,55.2006,-112.5017,579,POINT (658933.1100648361 6117512.603588577),Central Mixedwood,Lac La Biche
461,462,WRA,Wandering River Auto,PAW,LB,55.2855,-112.4789,579,POINT (660041.7228454417 6127005.784478229),Central Mixedwood,Lac La Biche
462,463,WS,Whistler,LO,CR,49.334722,-114.305556,2163,POINT (550431.7742604457 5462711.411185563),Subalpine,Calgary
463,464,WT,WATT MOUNTAIN,LO,OJ,58.646858,-117.506501,793,POINT (354603.4541016094 6500845.783179961),Lower Boreal Highlands,High Level
464,465,WTT,Watt Mountain Temp,TAW,OJ,58.6469,-117.5065,793,POINT (354603.6867639477 6500850.453556192),Lower Boreal Highlands,High Level
465,466,WU,Wadlin,LO,FV,57.7771,-115.4556,848,POINT (472913.6712153965 6401422.972430523),Upper Boreal Highlands,High Level
466,467,WUA,Wadlin Auto,PAW,FV,57.7771,-113.8254,848,POINT (569830.5223880931 6401937.440169558),Central Mixedwood,Fort McMurray
467,468,WW,Willmore Wilderness,TAW,ED,53.6013,-119.5559,1414,POINT (198731.1544326259 5946436.658264933),Subalpine,Edson
468,469,WY,WORSLEY,RS,MA,56.5078,-119.1253,647,POINT (246285.1281003509 6267715.14506122),Dry Mixedwood,Peace River
469,470,WYA,Worsley AGCM,PAW,MA,56.3709,-119.1829,660,POINT (241817.7435353503 6252713.786558677),Dry Mixedwood,Peace River
470,471,WZ,WHITESANDS,LO,OJ,59.4324,-114.9025,962,POINT (505528.9940903172 6585569.333117777),Boreal Subarctic,High Level
471,472,XA,Bow Valley Auto,MET,BO,51.0833,-115.0667,1326,POINT (495329.9430113822 5656825.803085239),Montane,Calgary
472,473,XAA,Bow Valley Auto,PAW,BO,51.0833,-115.0667,1326,POINT (495329.9430113822 5656825.803085239),Montane,Calgary
473,474,XL,Cross Lake,RZ,RE,54.591,-113.7915,671,POINT (578057.1922529057 6047530.154135916),Central Mixedwood,Lac La Biche
474,475,XP,Stony Plain Ec,MET,SH,53.5472,-114.1083,814,POINT (559058.6441122968 5931140.285670522),Dry Mixedwood,Whitecourt
475,476,XSA,Savanna Agcm,PAW,GP,56.0761,-119.3449,703,POINT (229756.7732020412 6220571.647103596),Dry Mixedwood,Grande Prairie
476,477,YA,Yates,LO,OJ,59.8959,-116.3472,305,POINT (424653.969211005 6637927.292317323),Northern Mixedwood,High Level
477,478,YAA,Yates Auto,PAW,OJ,59.8959,-116.3472,305,POINT (424653.969211005 6637927.292317323),Northern Mixedwood,High Level
478,479,YH,Yellowhead,LO,ED,53.2364,-117.1414,1477.2,POINT (357142.6309503503 5898347.31725389),Upper Foothills,Edson
479,480,YHT,Yh Temp,TAW,ED,53.2263,-117.1414,1477,POINT (357108.9961361752 5897224.403117389),Upper Foothills,Edson
480,481,ZA,ZAMA,LO,OJ,58.595044,-119.165028,653,POINT (258100.2038852356 6499871.698388437),Lower Boreal Highlands,High Level
481,482,ZC,Zama City - Hwf106,TAW,OJ,59.1577,-118.6953,395,POINT (288822.1093401816 6560838.142329803),Northern Mixedwood,High Level
482,483,ZH,SLAVE LAKE,MET,SH,55.2933,-114.7783,581,POINT (514072.539587745 6125000.771748132),Central Mixedwood,Slave Lake
483,484,ZLH,Lac La Biche Auto,PAW,LB,54.7667,-112.0167,597,POINT (691837.2553799065 6070482.985883507),Dry Mixedwood,Lac La Biche
484,485,ZPK,Pekisko Cs,PAW,BO,50.3666,-114.4167,1341,POINT (541467.9327578552 5577322.176445794),Montane,Calgary
485,486,ZU,Whitecourt,RZ,SH,54.0836,-115.7856,741,POINT (448628.5770931304 5990710.247362812),Lower Foothills,Whitecourt
